"TIPO_EVENTO","DEPARTAMENTO","CODIGO_DANE_DEPARTAMENTO","MUNICIPIO","CODIGO_DANE_MUNICIPIO","AÑO","MES","EVENTO","TIPO_LUGAR","TIPO_AREA","LATITUD_CABECERA","LONGITUD_CABECERA","SITIO","UBICACION"
"Desminado militar en operaciones","BOLIVAR","13","RÍOVIEJO","13,600","2,011","3","Incidente","Sin informacion","Rural","8.368889","-74.241389","La Casa De Barro","POINT (-74.241389 8.368889)"
"Desminado militar en operaciones","VAUPES","97","CARURÚ","97,161","2,011","3","Incidente","Sin informacion","Rural","1.038056","-71.3175","Etnico","POINT (-71.3175 1.038056)"
"Desminado militar en operaciones","HUILA","41","GARZÓN","41,298","2,011","3","Incidente","Sin informacion","Rural","2.063889","-75.680833","La Vereda Mortiñal","POINT (-75.680833 2.063889)"
"Desminado militar en operaciones","META","50","URIBE","50,370","2,011","2","Incidente","Sin informacion","Rural","3.200278","-74.319444","El Mirador","POINT (-74.319444 3.200278)"
"Desminado militar en operaciones","ARAUCA","81","ARAUQUITA","81,065","2,011","2","Incidente","Sin informacion","Rural","6.909722","-71.396111","Fundacion","POINT (-71.396111 6.909722)"
"Desminado militar en operaciones","VALLE DEL CAUCA","76","FLORIDA","76,275","2,011","2","Incidente","Sin informacion","Rural","3.250556","-76.158333","La Vereda Las Brisas","POINT (-76.158333 3.250556)"
"Desminado militar en operaciones","ARAUCA","81","ARAUQUITA","81,065","2,011","2","Incidente","Sin informacion","Rural","6.874722","-71.390278","En Fundacion","POINT (-71.390278 6.874722)"
"Desminado militar en operaciones","HUILA","41","ALGECIRAS","41,020","2,011","2","Incidente","Sin informacion","Rural","2.451389","-75.306944","La Danta","POINT (-75.306944 2.451389)"
"Desminado militar en operaciones","CAUCA","19","TORIBÍO","19,821","2,011","2","Incidente","Sin informacion","Rural","2.949167","-76.263889","La Cruz","POINT (-76.263889 2.949167)"
"Desminado militar en operaciones","ANTIOQUIA","5","CAMPAMENTO","5,134","2,011","2","Incidente","Sin informacion","Rural","7.1675","-75.327778","Capotal","POINT (-75.327778 7.1675)"
"Desminado militar en operaciones","ANTIOQUIA","5","TARAZÁ","5,790","2,011","2","Incidente","Sin informacion","Rural","7.519167","-75.559444","El Cerro Pimienta","POINT (-75.559444 7.519167)"
"Desminado militar en operaciones","META","50","MESETAS","50,330","2,011","2","Incidente","Sin informacion","Rural","2.842778","-74.160833","El Rio Duda","POINT (-74.160833 2.842778)"
"Desminado militar en operaciones","META","50","LA MACARENA","50,350","2,011","2","Incidente","Sin informacion","Rural","2.246944","-74.452222","El Casco Urbano","POINT (-74.452222 2.246944)"
"Desminado militar en operaciones","CAQUETA","18","SOLANO","18,756","2,011","2","Incidente","Sin informacion","Rural","1.016111","-75.202778","La Vereda El Danubio","POINT (-75.202778 1.016111)"
"Desminado militar en operaciones","ANTIOQUIA","5","TARAZÁ","5,790","2,011","2","Incidente","Sin informacion","Rural","7.484167","-75.762778","La Vereda Chimurru","POINT (-75.762778 7.484167)"
"Desminado militar en operaciones","ANTIOQUIA","5","SAN CARLOS","5,649","2,010","10","Incidente","Sin informacion","Rural","6.107222","-74.955833","San Miguel","POINT (-74.955833 6.107222)"
"Desminado militar en operaciones","ANTIOQUIA","5","ANORÍ","5,040","2,011","1","Incidente","Sin informacion","Rural","7.084167","-75.150556","La Vereda La Loma","POINT (-75.150556 7.084167)"
"Desminado militar en operaciones","TOLIMA","73","CHAPARRAL","73,168","2,011","1","Incidente","Sin informacion","Rural","3.868333","-75.703611","Cañon Del Davis","POINT (-75.703611 3.868333)"
"Sospecha de campo minado","ANTIOQUIA","5","SAN CARLOS","5,649","2,008","10","Incidente","Sin informacion","Rural","6.211111","-74.838333","Vereda Peñol Grande","POINT (-74.838333 6.211111)"
"Accidente por MAP","SANTANDER","68","EL CARMEN","68,235","1,990","2","Accidente","Sin informacion","Rural","6.703536","-73.509679","Vereda Hojarazca","POINT (-73.509679 6.703536)"
"Accidente por MAP","ANTIOQUIA","5","SAN LUIS","5,660","2,004","5","Accidente","Sin informacion","Rural","6.042723","-74.994899","El Socorro","POINT (-74.994899 6.042723)"
"Desminado militar en operaciones","NORTE DE SANTANDER","54","TIBÚ","54,810","2,014","7","Incidente","Sin informacion","Rural","8.5036111111","-72.6355555556","Sector Puerto Reyes","POINT (-72.6355555556 8.5036111111)"
"Accidente por MAP","ANTIOQUIA","5","SAN LUIS","5,660","2,003","4","Accidente","Sin informacion","Rural","6.042723","-74.994899","Vereda San Blas","POINT (-74.994899 6.042723)"
"Accidente por MAP","ANTIOQUIA","5","GRANADA","5,313","2,005","5","Accidente","Sin informacion","Rural","6.143703","-75.185183","Municipio De Granada","POINT (-75.185183 6.143703)"
"Accidente por MAP","ANTIOQUIA","5","GRANADA","5,313","2,006","7","Accidente","Sin informacion","Rural","6.143703","-75.185183","Emergencia Municipio De Granada","POINT (-75.185183 6.143703)"
"Accidente por MAP","ARAUCA","81","ARAUQUITA","81,065","2,005","5","Accidente","Sin informacion","Rural","7.023186","-71.384978","Sin información","POINT (-71.384978 7.023186)"
"Accidente por MAP","META","50","VISTAHERMOSA","50,711","2,005","7","Accidente","Sin informacion","Rural","2.899","-73.59","Vereda Las Delicias","POINT (-73.59 2.899)"
"Accidente por MAP","ANTIOQUIA","5","TARAZÁ","5,790","2,010","5","Accidente","Sin informacion","Rural","7.48944444444","-75.47777777778","Embaretado","POINT (-75.47777777777777 7.489444444444445)"
"Accidente por MAP","ANTIOQUIA","5","ITUANGO","5,361","2,010","4","Accidente","Sin informacion","Rural","7.31222222222","-75.9475","Sin información","POINT (-75.9475 7.312222222222222)"
"Accidente por MAP","ANTIOQUIA","5","GUADALUPE","5,315","2,010","3","Accidente","Sin informacion","Rural","6.81222714095","-75.24820922001","Sector Travesias - Vereda San Juan","POINT (-75.2482092200093 6.81222714094567)"
"Accidente por MAP","CORDOBA","23","TIERRALTA","23,807","2,010","6","Accidente","Cerros","Rural","7.60361111111","-76.3375","Sin información","POINT (-76.3375 7.603611111111111)"
"Accidente por MAP","ARAUCA","81","TAME","81,794","2,010","7","Accidente","Sin informacion","Rural","6.461209","-71.730855","Sin información","POINT (-71.730855 6.461209)"
"Accidente por MAP","CORDOBA","23","PUERTO LIBERTADOR","23,580","2,010","9","Accidente","Sin informacion","Rural","7.44861111111","-75.95444444444","Sin información","POINT (-75.9544444444444 7.44861111111111)"
"Accidente por MAP","META","50","URIBE","50,370","2,010","8","Accidente","Sin informacion","Rural","2.72722222222","-74.09194444444","Sin información","POINT (-74.0919444444444 2.72722222222222)"
"Accidente por MAP","PUTUMAYO","86","PUERTO CAICEDO","86,569","2,010","11","Accidente","Caminos","Rural","0.6922222222","-76.4761111111","Sin información","POINT (-76.4761111111 0.6922222222)"
"Accidente por MAP","NARIÑO","52","TUMACO","52,835","2,011","1","Accidente","Sin informacion","Rural","1.24027777778","-78.53305555556","Sin información","POINT (-78.53305555555555 1.2402777777777778)"
"Accidente por MAP","CORDOBA","23","PUERTO LIBERTADOR","23,580","2,011","2","Accidente","Sin informacion","Rural","7.575","-75.82583333333","Sin información","POINT (-75.82583333333334 7.575)"
"Accidente por MAP","NORTE DE SANTANDER","54","HACARÍ","54,344","2,009","3","Accidente","Sin informacion","Rural","8.35222222222","-73.035","Vereda El Cobre","POINT (-73.035 8.352222222222222)"
"Accidente por MAP","PUTUMAYO","86","PUERTO CAICEDO","86,569","2,009","3","Accidente","Sin informacion","Rural","0.697777778","-76.36805556","Vereda Brisas Del Picudo","POINT (-76.36805556 0.697777778)"
"Accidente por MAP","NARIÑO","52","SAMANIEGO","52,678","2,006","1","Accidente","Sin informacion","Rural","1.337083","-77.59313","Vereda Las Cochas","POINT (-77.59313 1.337083)"
"Accidente por MAP","ARAUCA","81","TAME","81,794","2,009","2","Accidente","Sin informacion","Rural","6.461209","-71.730855","Sin información","POINT (-71.730855 6.461209)"
"Accidente por MAP","GUAVIARE","95","CALAMAR","95,015","2,009","9","Accidente","Sin informacion","Rural","1.88444444444","-72.60166666667","Vereda El Triunfo","POINT (-72.60166666666667 1.8844444444444446)"
"Accidente por MAP","CAQUETA","18","MONTAÑITA","18,410","2,009","9","Accidente","Sin informacion","Rural","1.07138888889","-75.15027777778","Alto Cuarenta","POINT (-75.15027777777777 1.071388888888889)"
"Accidente por MAP","ANTIOQUIA","5","ITUANGO","5,361","2,009","9","Accidente","Cerros","Rural","7.30722222222","-75.84666666667","El Alto","POINT (-75.84666666666666 7.307222222222222)"
"Accidente por MAP","NORTE DE SANTANDER","54","SAN CALIXTO","54,670","2,008","6","Accidente","Sin informacion","Rural","8.40629111111","-73.21156722222","San Calixto","POINT (-73.2115672222222 8.40629111111111)"
"Accidente por MAP","CORDOBA","23","MONTELÍBANO","23,466","2,008","8","Accidente","Cerros","Rural","7.39888888889","-76.00055555556","Río San Jorge","POINT (-76.00055555555555 7.398888888888889)"
"Accidente por MAP","CAQUETA","18","SAN VICENTE DEL CAGUÁN","18,753","2,008","9","Accidente","Sin informacion","Rural","2.54972222222","-74.74861111111","Vereda La Macarena","POINT (-74.74861111111112 2.549722222222222)"
"Accidente por MAP","BOLIVAR","13","SIMITÍ","13,744","2,001","2","Accidente","Sin informacion","Rural","7.956662","-73.949071","Vereda Aguas Lindas","POINT (-73.949071 7.956662)"
"Accidente por MAP","BOLIVAR","13","MORALES","13,473","1,991","6","Accidente","Sin informacion","Rural","8.27446472222","-73.85989055556","La Caoba","POINT (-73.85989055555555 8.274464722222222)"
"Accidente por MAP","CORDOBA","23","PUERTO LIBERTADOR","23,580","2,008","7","Accidente","Sin informacion","Rural","7.883545","-75.670508","San Felipe","POINT (-75.670508 7.883545)"
"Accidente por MAP","CESAR","20","VALLEDUPAR","20,001","2,006","6","Accidente","Sin informacion","Rural","10.447261","-73.246566","Sin información","POINT (-73.246566 10.447261)"
"Accidente por MAP","NARIÑO","52","LA LLANADA","52,385","2,007","10","Accidente","Sin informacion","Rural","1.472995","-77.580358","Sin información","POINT (-77.580358 1.472995)"
"Accidente por MAP","CORDOBA","23","TIERRALTA","23,807","2,008","11","Accidente","Sin informacion","Rural","7.86277777778","-76.32611111111","Río Verde","POINT (-76.32611111111112 7.862777777777778)"
"Accidente por MAP","CAQUETA","18","SAN VICENTE DEL CAGUÁN","18,753","2,008","12","Accidente","Cerros","Rural","2.69861111111","-74.63583333333","Coreguaje-Ejer Location","POINT (-74.63583333333334 2.698611111111111)"
"Accidente por MAP","ARAUCA","81","ARAUQUITA","81,065","2,009","1","Accidente","Sin informacion","Rural","6.63444444444","-71.13083333333","Aguas Claras","POINT (-71.13083333333333 6.634444444444444)"
"Accidente por MAP","CAUCA","19","TIMBÍO","19,807","1,993","3","Accidente","Sin informacion","Rural","2.350655","-76.682434","Sin información","POINT (-76.682434 2.350655)"
"Accidente por MAP","ANTIOQUIA","5","SAN RAFAEL","5,667","2,006","4","Accidente","Sin informacion","Rural","6.294891","-75.027634","San Julian","POINT (-75.027634 6.294891)"
"Accidente por MAP","BOLIVAR","13","MORALES","13,473","1,995","4","Accidente","Sin informacion","Rural","8.270279","-73.865805","Sector Campo Picho","POINT (-73.865805 8.270279)"
"Accidente por MAP","NARIÑO","52","SAMANIEGO","52,678","2,008","2","Accidente","Sin informacion","Rural","1.505556","-77.716944","Vereda Buenavista","POINT (-77.716944 1.505556)"
"Accidente por MAP","NORTE DE SANTANDER","54","EL TARRA","54,250","2,007","5","Accidente","Sin informacion","Rural","8.660833","-73.130278","Vereda El Porvenir","POINT (-73.130278 8.660833)"
"Accidente por MAP","ARAUCA","81","ARAUQUITA","81,065","2,008","5","Accidente","Sin informacion","Rural","7.023186","-71.384978","Vereda Buenos Aires","POINT (-71.384978 7.023186)"
"Accidente por MAP","ARAUCA","81","ARAUQUITA","81,065","2,007","2","Accidente","Sin informacion","Rural","6.623333","-71.1125","Limites Fronterizos","POINT (-71.1125 6.623333)"
"Accidente por MAP","BOYACA","15","LABRANZAGRANDE","15,377","2,004","11","Accidente","Sin informacion","Rural","5.447778","-72.511667","Vereda Cueta","POINT (-72.511667 5.447778)"
"Desminado militar en operaciones","CAUCA","19","EL TAMBO","19,256","2,011","1","Incidente","Sin informacion","Rural","2.497222","-76.798889","La Vereda Monte Redondo","POINT (-76.798889 2.497222)"
"Desminado militar en operaciones","CAQUETA","18","MONTAÑITA","18,410","2,014","8","Incidente","Sin informacion","Rural","1.1572222222","-75.07416667","Vereda Miramar","POINT (-75.07416667 1.1572222222)"
"Desminado militar en operaciones","CASANARE","85","TRINIDAD","85,430","2,014","7","Incidente","Sin informacion","Rural","5.4927777778","-71.76194444","Vereda El Guamal","POINT (-71.76194444 5.4927777778)"
"Accidente por MAP","TOLIMA","73","ORTEGA","73,504","2,005","12","Accidente","Sin informacion","Rural","4.036389","-75.333056","Sin información","POINT (-75.333056 4.036389)"
"Accidente por MAP","ANTIOQUIA","5","SAN FRANCISCO","5,652","2,004","6","Accidente","Sin informacion","Rural","5.965414","-75.10198","Sector Puente Pailania","POINT (-75.10198 5.965414)"
"Accidente por MAP","ARAUCA","81","ARAUQUITA","81,065","2,003","8","Accidente","Sin informacion","Rural","7.023186","-71.384978","Kilometro 93 Entre Saravena Y Arauquita","POINT (-71.384978 7.023186)"
"Accidente por MAP","ANTIOQUIA","5","YOLOMBÓ","5,890","2,002","1","Accidente","Sin informacion","Rural","6.730556","-75.0625","Vereda San Rafael","POINT (-75.0625 6.730556)"
"Accidente por MAP","ANTIOQUIA","5","MEDELLÍN","5,001","2,004","5","Accidente","Sin informacion","Rural","6.229209","-75.564887","Corregimiento San Cristobal","POINT (-75.564887 6.229209)"
"Accidente por MAP","CASANARE","85","YOPAL","85,001","2,006","4","Accidente","Sin informacion","Rural","5.353927","-72.42004","Sitio Cerro Barranquillitas","POINT (-72.42004 5.353927)"
"Accidente por MAP","BOLIVAR","13","SAN PABLO","13,670","2,005","5","Accidente","Sin informacion","Rural","7.483919","-73.933361","Sin información","POINT (-73.933361 7.483919)"
"Accidente por MAP","NARIÑO","52","LOS ANDES","52,418","2,006","9","Accidente","Sin informacion","Rural","1.493975","-77.521244","Sin información","POINT (-77.521244 1.493975)"
"Accidente por MAP","SANTANDER","68","GIRÓN","68,307","2,003","12","Accidente","Sin informacion","Rural","7.07179976687","-73.1756888903","Marta","POINT (-73.1756888903 7.07179976687)"
"Desminado militar en operaciones","CAQUETA","18","SOLANO","18,756","2,014","8","Incidente","Sin informacion","Rural","1.0302777778","-75.2025","Inspeccion Danubio","POINT (-75.2025 1.0302777778)"
"Accidente por MAP","CORDOBA","23","TIERRALTA","23,807","2,004","10","Accidente","Sin informacion","Rural","7.635833","-76.150278","Vereda La Gloria","POINT (-76.150278 7.635833)"
"Accidente por MAP","ANTIOQUIA","5","ANORÍ","5,040","2,005","9","Accidente","Sin informacion","Rural","7.3525","-75.152778","Vereda La Moreno","POINT (-75.152778 7.3525)"
"Accidente por MAP","ANTIOQUIA","5","COCORNÁ","5,197","2,000","6","Accidente","Sin informacion","Rural","6.058001","-75.185085","Palmirita","POINT (-75.185085 6.058001)"
"Accidente por MAP","CAQUETA","18","EL PAUJIL","18,256","2,003","7","Accidente","Sin informacion","Rural","1.570034","-75.32675","Vía A Cartagena Del Chaira, Puente La Niña","POINT (-75.32675 1.570034)"
"Accidente por MAP","ANTIOQUIA","5","YARUMAL","5,887","2,001","8","Accidente","Sin informacion","Rural","6.963517","-75.41644","Sin información","POINT (-75.41644 6.963517)"
"Accidente por MAP","ANTIOQUIA","5","SANTO DOMINGO","5,690","2,001","10","Accidente","Sin informacion","Rural","6.472199","-75.163778","Vereda Los Termales","POINT (-75.163778 6.472199)"
"Accidente por MAP","SANTANDER","68","SUCRE","68,773","2,003","3","Accidente","Sin informacion","Rural","5.912279","-73.795553","Vereda Santa Helena-Porvenir","POINT (-73.795553 5.912279)"
"Accidente por MAP","SANTANDER","68","SIMACOTA","68,745","2,001","3","Accidente","Sin informacion","Rural","6.864","-73.876","Vereda Vizcaina Baja","POINT (-73.876 6.864)"
"Accidente por MAP","NORTE DE SANTANDER","54","TEORAMA","54,800","2,008","4","Accidente","Sin informacion","Rural","8.656111","-73.180833","Vereda El Rosario,Sitio El Alto","POINT (-73.180833 8.656111)"
"Accidente por MAP","BOYACA","15","LABRANZAGRANDE","15,377","2,006","12","Accidente","Sin informacion","Rural","5.562992","-72.577719","Sin información","POINT (-72.577719 5.562992)"
"Accidente por MAP","NARIÑO","52","POLICARPA","52,540","2,006","10","Accidente","Sin informacion","Rural","1.628192","-77.459098","Corregimiento Remolino","POINT (-77.459098 1.628192)"
"Accidente por MAP","GUAVIARE","95","SAN JOSÉ DEL GUAVIARE","95,001","2,004","5","Accidente","Sin informacion","Rural","2.305278","-73.309167","Nspeccion Cachicamo","POINT (-73.309167 2.305278)"
"Accidente por MAP","GUAVIARE","95","CALAMAR","95,015","2,008","2","Accidente","Sin informacion","Rural","1.9025","-72.44055555556","Vereda Agua Bonita Baja","POINT (-72.4405555555556 1.9025)"
"Accidente por MAP","ANTIOQUIA","5","TARAZÁ","5,790","2,004","8","Accidente","Sin informacion","Rural","7.582546","-75.400212","Vereda La Estrella","POINT (-75.400212 7.582546)"
"Accidente por MAP","ANTIOQUIA","5","DABEIBA","5,234","2,007","7","Accidente","Sin informacion","Rural","7.15472222222","-76.09111111111","Cerro Tres Morros","POINT (-76.0911111111111 7.15472222222222)"
"Accidente por MAP","TOLIMA","73","RIOBLANCO","73,616","1,995","4","Accidente","Sin informacion","Rural","3.529701","-75.644823","Puente Negro Gaitán","POINT (-75.644823 3.529701)"
"Accidente por MAP","CAQUETA","18","PUERTO RICO","18,592","2,007","11","Accidente","Sin informacion","Rural","1.909652","-75.159112","Vereda El Terrero","POINT (-75.159112 1.909652)"
"Accidente por MAP","META","50","MESETAS","50,330","2,005","5","Accidente","Sin informacion","Rural","3.380371","-74.042419","Sin información","POINT (-74.042419 3.380371)"
"Accidente por MAP","ANTIOQUIA","5","COCORNÁ","5,197","2,002","5","Accidente","Sin informacion","Urbana","6.058001","-75.185085","Sector Urbano Plaza Principal","POINT (-75.185085 6.058001)"
"Accidente por MAP","PUTUMAYO","86","ORITO","86,320","2,002","5","Accidente","Sin informacion","Rural","0.664866","-76.869171","Vereda Monserrate","POINT (-76.869171 0.664866)"
"Accidente por MUSE","TOLIMA","73","NATAGAIMA","73,483","2,002","8","Accidente","Sin informacion","Rural","3.620222","-75.093083","Vereda La Palmita","POINT (-75.093083 3.620222)"
"Accidente por MAP","NARIÑO","52","RICAURTE","52,612","2,007","11","Accidente","Sin informacion","Rural","1.24","-78.072","Vereda Cuesbi","POINT (-78.072 1.24)"
